,title,averageRating,numVotes
4931,'Miyamoto Musashi',7.5,7677
4932,'Sansh day',8.4,14484
4935,Saskatchewan,6.4,907
4949,'Secret of the Incas',6.1,1261
4954,Senso,7.5,6149
4955,'Seven Brides for Seven Brothers',7.4,21293
4957,'She Couldn\'t Say No',5.9,625
4958,'Shichinin no samurai',8.6,315591
4959,'Shield for Murder',6.9,1132
4970,'Sign of the Pagan',6.1,592
4972,'The Silver Chalice',4.7,1409
4973,'Silver Lode',6.9,1710
4978,'Sitting Bull',5.7,619
4980,'The Sleeping Tiger',6.5,763
4982,'The Snow Creature',3.3,919
4989,'A Star Is Born',7.6,15937
4992,'Stop! Look! And Hasten!',7.6,898
4994,'La strada',8.0,58293
4995,'Stranger from Venus',5.4,519
5000,'The Student Prince',6.6,790
5003,Suddenly,6.8,6069
5010,'Susan Slept Here',6.6,1583
5016,'Target Earth',5.6,1048
5024,'Des Teufels General',7.3,1037
5025,Them!,7.2,19957
5026,'There\'s No Business Like Show Business',6.5,5452
5027,'They Rode West',5.9,506
5029,'This Island Earth',5.9,8849
5030,'Three Cases of Murder',6.5,784
5031,'Three Coins in the Fountain',6.3,3094
5032,'Three Hours to Kill',6.3,575
5033,'3 Ring Circus',5.9,696
5039,'Tobor the Great',5.3,734
5047,'Track of the Cat',6.5,1826
5064,Ulisse,6.7,3537
5069,'Uwasa no onna',7.5,1021
5070,'Valley of the Kings',6.0,1252
5074,'Vera Cruz',7.1,9119
5076,'Vernye druz\'ya',7.6,501
5091,'White Christmas',7.6,34476
5094,'Wicked Woman',6.7,738
5095,'The Wild One',6.8,14645
5097,'Witness to Murder',6.7,2611
5098,'Woman\'s World',7.0,897
5100,'Yama no oto',7.8,1544
5106,'Young at Heart',6.8,2230
5117,'The Adventures of Robin Hood',7.7,678
5119,'Alfred Hitchcock Presents',8.5,14783
5124,'Captain Kangaroo',8.0,1170
5126,Cheyenne,7.9,1376
5135,Gunsmoke,7.9,5087
5137,'Highway Patrol',7.7,944
5142,'The Life and Legend of Wyatt Earp',7.6,723
5148,'The Mickey Mouse Club',7.7,652
5150,'The Phil Silvers Show',8.4,1361
5165,'Abbott and Costello Meet the Keystone Kops',6.5,2095
5166,'Abbott and Costello Meet the Mummy',6.4,5222
5167,'Above Us the Waves',6.6,1273
5175,'All That Heaven Allows',7.6,13355
5182,'Le amiche',7.2,2624
5192,'Animal Farm',7.2,15515
5198,'Artists and Models',6.6,3587
5205,'Bad Day at Black Rock',7.7,19382
5212,'Battle Cry',6.5,2092
5214,'Beanstalk Bunny',7.8,655
5218,'Beezy Bear',7.2,507
5224,'The Benny Goodman Story',6.7,1099
5227,'Il bidone',7.5,5144
5229,'The Big Combo',7.4,6655
5230,'The Big Knife',6.8,3319
5233,'Blackboard Jungle',7.4,8179
5235,'Blinkity Blank',6.8,950
5237,'Blood Alley',6.3,2820
5240,'Bob le flambeur',7.7,10852
5246,'Bride of the Monster',4.2,6562
5251,'A Bullet for Joey',6.1,921
5259,'Captain Lightfoot',6.2,688
5261,'Carrington V.C.',7.0,549
5263,'Cela s\'appelle l\'aurore',6.8,660
5266,'Cesta do praveku',7.4,1657
5270,'Chief Crazy Horse',6.2,523
5271,'Chiyari Fuji',7.4,651
5277,'The Cobweb',6.4,1502
5278,'The Colditz Story',7.0,2299
5279,'Conquest of Space',5.7,1373
5284,'The Court-Martial of Billy Mitchell',6.8,1798
5288,'Creature with the Atom Brain',5.5,1104
5292,'Cult of the Cobra',5.8,958
5293,'Daddy Long Legs',6.7,3472
5298,Dementia,6.8,1850
5299,'Davy Crockett: King of the Wild Frontier',7.0,3663
5302,'Deputy Droopy',7.5,597
5305,'Designs on Jerry',7.9,635
5306,'The Desperate Hours',7.5,8818
5311,Devdas,8.0,1677
5319,'Doctor at Sea',5.9,837
5320,'Don Camillo e l\'on. Peppone',7.2,1910
5332,'Drei Mnner im Schnee',7.7,716
5338,'Du rififi chez les hommes',8.2,28780
5344,'East of Eden',7.9,40295
5348,'The End of the Affair',6.6,1142
5351,'Ensayo de un crimen',7.8,4762
5358,'Escape to Burma',5.8,512
5365,'The Far Country',7.2,6771
5366,'The Far Horizons',6.1,1034
5372,'Female on the Beach',6.4,1024
5379,'5 Against the House',5.9,1276
5380,'Five Guns West',5.0,692
5388,'Footsteps in the Fog',7.0,1679
5392,'Francis in the Navy',5.9,564
5405,'Gentlemen Marry Brunettes',5.1,538
5406,Geordie,6.9,764
5411,'The Girl in the Red Velvet Swing',6.5,787
5415,'The Glass Slipper',6.5,1259
5417,'Gojira no gyakush',5.9,5596
5421,'Les grandes manoeuvres',6.8,876
5424,'Guided Muscle',7.4,723
5426,'Guys and Dolls',7.1,15771
5450,'Hit the Deck',6.6,720
5457,'House of Bamboo',6.8,3012
5460,'Hyde and Hare',7.4,993
5462,'I Am a Camera',6.3,515
5464,'I Died a Thousand Times',6.4,928
5465,'I\'ll Cry Tomorrow',7.2,1919
5470,'Ikimono no kiroku',7.3,4215
5471,Illegal,7.0,1728
5474,'The Indian Fighter',6.4,2200
5478,'Interrupted Melody',6.7,916
5483,'It Came from Beneath the Sea',6.0,4981
5484,'It\'s Always Fair Weather',7.0,3030
5496,Jubal,7.1,3439
5506,'The Kentuckian',6.3,2464
5507,'A Kid for Two Farthings',6.5,850
5510,'Killer\'s Kiss',6.6,21320
5511,'King Dinosaur',2.1,1238
5514,'The King\'s Thief',5.7,527
5515,Kismet,6.3,1365
5516,'Kiss Me Deadly',7.6,18620
5518,'Knight-Mare Hare',7.6,680
5525,Kvinnodrm,7.1,2653
5528,Krhinta,7.8,1230
5531,'Lady and the Tramp',7.3,123038
5532,'The Ladykillers',7.7,26445
5534,'Land of the Pharaohs',6.6,3655
5538,'The Last Command',6.4,703
5540,'A Lawless Street',6.4,1117
5541,'The Left Hand of God',6.5,2337
5554,'Lola Monts',7.3,4862
5555,'The Lone Ranger',6.7,924
5557,'The Long Gray Line',7.2,2499
5561,'Love Is a Many-Splendored Thing',6.5,4448
5562,'Love Me or Leave Me',7.1,3686
5563,'Lucy Gallant',6.4,508
5565,'Lumber Jerks',7.1,710
5578,'A Man Alone',6.4,869
5579,'A Man Called Peter',7.1,931
5581,'Man with the Gun',6.7,1576
5582,'Man Without a Star',6.9,3015
5584,'The Man from Laramie',7.4,9517
5587,'The Man with the Golden Arm',7.4,9995
5589,'Many Rivers to Cross',6.3,984
5594,Marty,7.7,21528
5598,'Maksim Perepelitsa',7.7,916
5599,'Les matres fous',6.8,1433
5609,'Mister Roberts',7.7,15336
5614,Moonfleet,6.7,3293
5615,'Mouse for Sale',7.6,517
5618,'Mr. Arkadin',7.3,7651
5619,'Muerte de un ciclista',7.7,3301
5620,'Murder Is My Beat',6.1,520
5624,'My Sister Eileen',6.8,1498
5632,'The Naked Dawn',6.7,582
5633,'The Naked Street',6.5,710
5641,'New York Confidential',7.0,593
5644,'The Night of the Hunter',8.0,81943
5649,'Not as a Stranger',6.7,1686
5651,'Nuit et brouillard',8.6,17219
5661,Oklahoma!,7.0,11329
5664,'One Froggy Evening',8.4,5281
5666,Ordet,8.3,14047
5672,'Our Miss Brooks',6.6,610
5684,'Pather Panchali',8.6,23507
5686,'Peccato che sia una canaglia',6.9,788
5688,'Pecos Pest',7.8,735
5694,'Pete Kelly\'s Blues',6.4,1118
5697,'The Phenix City Story',7.2,2340
5699,Picnic,7.1,7901
5704,'La Pointe-Courte',7.1,2838
5705,Pokolenie,7.1,2367
5712,'The Prisoner',6.9,859
5713,'The Private War of Major Benson',6.6,737
5716,'The Prodigal',5.2,562
5717,'Pup on a Picnic',7.3,552
5722,'Queen Bee',6.7,1804
5723,'Quentin Durward',6.5,901
5724,'Rabbit Rampage',7.7,644
5729,'Rage at Dawn',6.0,1038
5730,'The Rains of Ranchipur',5.9,911
5734,'Razzia sur la chnouf',7.0,1048
5735,'Ready.. Set.. Zoom!',7.6,724
5736,'Rebel Without a Cause',7.7,83333
5744,'Revenge of the Creature',5.7,5508
5747,'Roman Legion-Hare',7.8,754
5750,'The Rose Tattoo',7.0,3564
5756,'Run for Cover',6.7,1372
5761,'Sahara Hare',7.8,751
5762,'Zoku Miyamoto Musashi: Ichijji no kett',7.4,5611
5769,'The Scarlet Coat',6.3,578
5773,'The Sea Chase',6.5,2787
5783,'The Seven Little Foys',6.8,1363
5784,'The Seven Year Itch',7.1,34134
5785,'Shack Out on 101',6.3,621
5788,'Shin Heike monogatari',7.2,907
5791,'Shree 420',8.0,2522
5802,Sissi,7.0,7799
5808,'Smarty Cat',7.1,510
5815,'Soldier of Fortune',6.2,1243
5816,'Sommarnattens leende',7.8,12376
5822,'Southbound Duckling',7.4,669
5824,'Speedy Gonzales',7.3,1945
5830,'Den standhaftige tinnsoldat',7.5,698
5831,Stella,8.0,2445
5841,'Strategic Air Command',6.4,3133
5847,Summertime,7.1,7601
5853,'Swamp Women',3.2,1619
5859,'Tall Man Riding',6.4,689
5860,'The Tall Men',6.7,2221
5863,Tarantula,6.5,8680
5868,'Teen-Age Crime Wave',3.2,512
5870,'Ten Wanted Men',6.0,1026
5872,'The Tender Trap',6.5,2307
5873,'Tennessee\'s Partner',6.5,563
5879,'That\'s My Mommy',7.8,626
5887,'Tight Spot',6.6,1438
5890,'To Catch a Thief',7.4,65240
5891,'To Hell and Back',7.2,4879
5894,'Tom and Chrie',7.5,673
5895,'Top Gun',6.2,516
5904,Trial,6.8,935
5905,'The Trouble with Harry',7.1,33771
5907,'Tuntematon sotilas',8.0,7067
5912,Ukigumo,7.7,2384
5916,Underwater!,5.2,832
5919,Untamed,6.1,653
5933,'The Violent Men',7.0,2517
5934,'Violent Saturday',6.9,2046
5935,'The Virgin Queen',6.8,2485
5940,'We\'re No Angels',7.5,8389
5944,'White Feather',6.4,877
5945,Wichita,6.9,1661
5948,'Women\'s Prison',6.4,744
5953,Ykihi,7.2,1629
5955,'You\'re Never Too Young',6.6,1348
5967,'As the World Turns',6.0,1835
6000,1984,7.0,3216
6001,'23 Paces to Baker Street',7.0,1913
6010,'Akasen chitai',7.9,3835
6012,'Alexander the Great',5.8,3336
6017,'The Ambassador\'s Daughter',6.0,593
6020,Anastasia,7.0,7546
6025,'Anything Goes',6.2,850
6026,Aparajito,8.4,11663
6027,'Around the World in 80 Days',6.8,24770
6030,Attack,7.4,4719
6031,'Autumn Leaves',6.8,2183
6034,'Away All Boats',6.3,1192
6035,'Baby Doll',7.4,6831
6037,'Back from Eternity',6.6,1228
6038,Backlash,6.7,1403
6039,'The Bad Seed',7.5,12935
6042,'Le ballon rouge',8.2,16721
6043,'La banda degli onesti',7.5,1234
6045,Bandido!,6.2,890
6047,'Barbary-Coast Bunny',7.6,781
6048,'Barbecue Brawl',7.2,623
6052,'The Battle of the River Plate',6.6,3935
6053,'The Beast with a Million Eyes',3.7,1291
6054,'The Beast of Hollow Mountain',4.0,1529
6064,'Between Heaven and Hell',6.6,1114
6066,'Beyond a Reasonable Doubt',7.0,4767
6067,'Bhowani Junction',6.4,1681
6070,'Bigger Than Life',7.6,6684
6072,'Biruma no tategoto',8.1,5399
6073,'The Black Sleep',6.1,1603
6078,'Yield to the Night',7.1,823
6079,'Blue Cat Blues',7.3,752
6081,'El bolero de Raquel',7.3,781
6087,'The Brave One',6.6,785
6089,'Broom-Stick Bunny',7.8,1341
6090,'Bugs\' Bonnets',7.5,623
6091,'Bundle of Joy',6.2,1044
6092,'The Burglar',6.6,1495
6093,'The Burning Hills',5.9,686
6094,'Bus Stop',6.4,10747
6097,C.I.D.,7.4,615
6098,Calabuch,7.4,900
6099,'Calle Mayor',7.8,1270
6105,Carousel,6.6,5690
6109,'The Catered Affair',7.5,2912
6125,'The Cockleshell Heroes',6.6,1624
6128,Comanche,5.7,506
6133,'The Conqueror',3.7,3043
6135,'Le coup du berger',7.2,794
6136,'The Court Jester',7.9,11690
6141,'The Creature Walks Among Us',5.8,3128
6145,'Crime in the Streets',6.6,1084
6147,'A Cry in the Night',6.1,807
6148,'D-Day the Sixth of June',6.0,1391
6152,'Davy Crockett and the River Pirates',6.8,1795
6154,'Day the World Ended',5.5,1904
6156,'Death of a Scoundrel',6.9,901
6166,'Dobr vojk Svejk',7.6,1122
6176,'Down Beat Bear',7.2,519
6184,'Earth vs. the Flying Saucers',6.4,7045
6185,'The Eddy Duchin Story',6.9,1686
6192,'Elena et les hommes',6.3,1736
6199,'Et Dieu... cra la femme',6.3,7585
6207,'The Fastest Gun Alive',7.1,2821
6213,'Il ferroviere',7.8,1028
6218,'The First Traveling Saleslady',5.5,635
6226,'The Flying Sorceress',7.1,536
6228,'Forbidden Planet',7.6,45230
6229,'Foreign Intrigue',5.9,935
6234,'Friendly Persuasion',7.3,6407
6246,'The Gamma People',5.4,542
6248,'Gee Whiz-z-z-z-z-z-z',7.5,1031
6255,Gervaise,7.4,1249
6257,Giant,7.6,34049
6259,'The Girl Can\'t Help It',6.8,3029
6272,'Great Day in the Morning',6.4,773
6273,'The Great Locomotive Chase',6.9,1056
6279,Gunslinger,3.6,1406
6281,'Hannibl tanr r',7.6,654
6282,'The Harder They Fall',7.5,7137
6284,'Der Hauptmann von Kpenick',7.2,1514
6290,'Helen of Troy',6.2,1995
6299,'High Society',7.0,14151
6306,'Hollywood or Bust',6.5,1892
6331,'Ill Met by Moonlight',6.6,1466
6332,'Ilya Muromets',5.5,944
6336,'Indestructible Man',4.2,2228
6338,'Invasion of the Body Snatchers',7.7,44828
6339,'Invitation to the Dance',6.4,785
6340,'The Iron Petticoat',5.3,988
6341,'It Conquered the World',5.0,2138
6347,'Jagte Raho',8.3,867
6356,Julie,6.2,1458
6363,'Karnavalnaya noch',7.5,2364
6368,'The Killer Is Loose',6.6,1591
6369,'The Killing',8.0,81663
6370,'The King and Four Queens',6.1,1392
6371,'The King and I',7.4,23761
6376,'A Kiss Before Dying',6.7,3265
6379,'To koritsi me ta mavra',7.7,885
6383,'I vampiri',6.6,1449
6384,'The Last Frontier',6.4,1415
6385,'The Last Hunt',6.9,1387
6397,'Love Me Tender',6.2,3641
6400,'Lust for Life',7.4,10557
6410,'The Man Who Knew Too Much',7.4,58537
6411,'The Man Who Never Was',7.4,4516
6412,'Man from Del Rio',6.3,547
6413,'The Man in the Gray Flannel Suit',7.1,3259
6426,'Meet Me in Las Vegas',6.1,666
6439,'Miracle in the Rain',7.1,1113
6442,'Moby Dick',7.3,16995
6445,'The Mole People',5.0,3095
6447,'Le monde du silence',7.0,1429
6449,'La mort en ce jardin',6.8,1913
6451,'The Mountain',6.8,1813
6454,'Muscle Beach Tom',7.5,605
6457,'Le mystre Picasso',7.7,2223
6463,Nagareru,7.6,906
6475,Nightfall,7.2,3544
6476,Nightmare,6.5,636
6491,'The Opposite Sex',6.1,1406
6499,Pardners,6.3,1422
6503,Patterns,7.7,2260
6511,'Pharaoh\'s Curse',4.7,549
6512,'Pillars of the Sky',6.3,535
6514,'Please Murder Me!',6.5,1034
6522,'Poveri ma belli',6.9,516
6525,'Private\'s Progress',6.6,718
6527,'The Proud Ones',7.0,1150
6532,'The Quatermass Xperiment',6.7,5451
6537,'The Rack',6.8,1186
6538,'The Rainmaker',7.0,3514
6540,Ransom!,7.0,1846
6546,'The Rawhide Years',6.3,651
6547,'Reach for the Sky',7.2,2378
6549,'Red Sundown',6.5,549
6551,'The Revolt of Mamie Stover',6.6,617
6552,'Richard III',7.4,4129
6559,'Rock Around the Clock',6.2,1054
6560,'Rock Rock Rock!',5.3,541
6569,'Run for the Sun',6.4,1079
6575,Safari,5.6,509
6578,'Miyamoto Musashi kanketsuhen: kett Ganryjima',7.6,5463
6581,'Satellite in the Sky',5.3,648
6592,'The Searchers',7.9,80273
6598,'7 Men from Now',7.4,4672
6600,'7th Cavalry',5.8,1047
6609,'Sissi - Die junge Kaiserin',6.7,5944
6615,'Slightly Scarlet',6.7,943
6620,'The Solid Gold Cadillac',7.4,1533
6621,'Somebody Up There Likes Me',7.5,7325
6624,'Sora no daikaij Radon',6.3,4508
6625,'Sorok pervyy',7.5,1381
6626,Sshun,7.8,2780
6629,'The Spanish Gardener',6.8,746
6634,'A Star Is Bored',7.7,693
6635,'Star in the Dust',6.2,510
6636,'Starik Khottabych',7.2,1198
6640,'Storm Center',6.7,1227
6641,'Storm Fear',6.4,506
6646,'Stupor Duck',7.4,539
6651,'The Swan',6.5,2310
6659,'Tea and Sympathy',7.3,2361
6660,'The Teahouse of the August Moon',6.8,3128
6663,'The Ten Commandments',7.9,63545
6664,'Tension at Table Rock',6.5,520
6667,'Il tetto',7.4,603
6670,'There They Go-Go-Go!',7.5,651
6671,'There\'s Always Tomorrow',7.5,2575
6672,'These Wilder Years',6.8,868
6673,'The Long Arm',7.1,639
6677,'Three Violent People',6.3,1233
6681,'Time Without Pity',6.8,1243
6682,'Time Table',6.7,666
6683,'To Hare Is Human',7.8,694
6688,'Toute la mmoire du monde',7.8,1340
6689,'Toward the Unknown',6.5,527
6690,'A Town Like Alice',7.2,1427
6691,'Town on Trial',6.4,579
6694,Trapeze,6.8,4217
6696,'La traverse de Paris',7.4,3519
6699,'Tribute to a Bad Man',6.6,1328
6713,'Uchjin Tky ni arawaru',4.5,850
6715,'Un condamn  mort s\'est chapp ou Le vent souffle o il veut',8.3,19202
6719,'Up in the World',6.7,631
6726,'Vesna na Zarechnoy ulitse',7.6,1302
6730,'The Violent Years',3.3,1321
6736,'Walk the Proud Land',6.7,786
6737,'War and Peace',6.8,9105
6744,'The Werewolf',6.0,1275
6748,'While the City Sleeps',7.0,5493
6763,'World Without End',5.9,1898
6765,'Written on the Wind',7.4,10292
6766,'X the Unknown',6.1,2613
6803,'The Gumby Show',7.0,1390
6806,'Have Gun - Will Travel',8.4,2326
6809,'Leave It to Beaver',7.5,6740
6810,'The Lucy-Desi Comedy Hour',8.4,965
6812,Maverick,8.0,2581
6819,'Perry Mason',8.2,5154
6820,'The Real McCoys',7.5,836
6829,'Tales of Wells Fargo',7.8,572
6835,'Wagon Train',7.4,2341
6838,Zorro,8.2,3126
6842,'12 Angry Men',9.0,689432
6843,'20 Million Miles to Earth',6.4,6434
6844,'The 27th Day',6.2,1219
6845,'3:10 to Yuma',7.6,18176
6846,'5 Steps to Danger',6.3,556
6847,'Seven Waves Away',7.5,1496
6850,'The Abominable Snowman',6.4,3711
6852,'Across the Bridge',7.2,678
6854,'The Admirable Crichton',7.1,1372
6858,'An Affair to Remember',7.5,27729
6863,'Ali Baba Bunny',7.8,1961
6864,'All Mine to Give',7.1,1181
6868,'The Amazing Colossal Man',4.6,2298
6871,'Les amants de Montparnasse',7.4,1326
6874,'Bitter Victory',6.7,1847
6880,'April Love',6.3,627
6886,'The Astounding She-Monster',3.6,805
6889,'El atad del Vampiro',5.9,521
6890,'Attack of the Crab Monsters',4.9,2927
6895,'Baby Face Nelson',6.4,584
6896,'The Bachelor Party',6.7,646
6901,'Bakumatsu taiyden',7.3,1082
6903,'Band of Angels',6.6,2078
6905,'Barnacle Bill',6.8,951
6908,'Battle Hymn',6.4,1001
6912,'Bedevilled Rabbit',7.6,656
6913,'Beginning of the End',3.8,2183
6922,'Mother India',8.1,8554
6926,'Les bijoutiers du clair de lune',5.6,633
6927,'Birds Anonymous',7.6,1265
6930,'The Black Scorpion',5.4,2497
6934,'Blood of Dracula',4.4,900
6936,'Bombers B-52',5.9,762
6940,'Boy on a Dolphin',6.2,1371
6942,'The Brain from Planet Arous',5.3,1415
6944,'The Bridge on the River Kwai',8.1,203380
6945,'The Brothers Rico',6.8,922
6953,'Campbell\'s Kingdom',6.3,697
6959,'Cast a Dark Shadow',7.0,1392
6962,'Celui qui doit mourir',7.5,678
6968,'The Chaplin Revue',7.7,1200
6971,'Chase a Crooked Shadow',7.1,1106
6974,'Chiky Beigun',6.2,1369
6975,'China Gate',6.3,699
6983,'Il conte Max',7.1,546
6991,'Crime of Passion',6.5,1943
6999,'The Curse of Frankenstein',7.1,9681
7000,'The Cyclops',4.5,911
7001,'Czlowiek na torze',7.6,566
7002,'The D.I.',7.4,901
7012,'The Deadly Mantis',5.2,3196
7014,'Decision at Sundown',6.8,2427
7018,'The Delicate Delinquent',6.5,1265
7019,'The Delinquents',5.7,514
7022,'Designing Woman',6.8,4185
7023,'Desk Set',7.3,7720
7032,'Do Ankhen Barah Haath',8.4,1666
7033,'Doctor at Large',6.1,705
7035,'Don Kikhot',7.4,787
7036,'Don\'t Go Near the Water',6.3,616
7038,Donzoko,7.4,4846
7046,'Ducking the Devil',7.6,530
7051,'Edge of the City',7.2,2552
7056,'The Enemy Below',7.5,9887
7057,Eroica,7.5,984
7063,'Les espions',6.8,809
7065,'A Face in the Crowd',8.2,13947
7069,'A Farewell to Arms',5.9,2405
7070,'Le fatiche di Ercole',5.4,1820
7072,'Fear Strikes Out',7.0,1692
7079,'Fiend Without a Face',6.2,3444
7083,'Fire Down Below',6.0,1447
7084,'Fjols til fjells',7.2,1200
7091,'Forty Guns',7.0,4648
7095,'From Hell It Came',3.8,1393
7100,'Funny Face',7.0,27167
7103,'The Fuzzy Pink Nightgown',5.9,564
7105,'The Garment Jungle',6.6,609
7111,'The Giant Claw',4.6,3309
7117,'The Girl in Black Stockings',5.4,674
7128,'La grande strada azzurra',6.9,569
7130,'The Green Man',7.2,1461
7132,'Il grido',7.6,4338
7139,'Gun Glory',6.2,683
7140,'Gunfight at the O.K. Corral',7.2,14055
7142,'The Guns of Fort Petticoat',6.4,1129
7156,'A Hatful of Rain',7.1,1174
7161,'The Helen Morgan Story',6.3,713
7167,'Hellcats of the Navy',5.5,890
7192,'I Was a Teenage Werewolf',5.1,2321
7193,'I Was a Teenage Frankenstein',5.3,784
7195,'A Chairy Tale',7.4,988
7198,'The Incredible Shrinking Man',7.6,15999
7202,'Invasion of the Saucer Men',5.5,1601
7203,'The Invisible Boy',5.3,1227
7205,'Island in the Sun',6.1,1046
7208,'Jailhouse Rock',6.6,7771
7210,'The James Dean Story',6.4,545
7211,'Jeanne Eagels',6.2,635
7213,'Jet Pilot',5.7,2162
7216,'Johnny Tremain',6.5,1602
7218,'The Joker Is Wild',7.0,1125
7223,'Just My Luck',6.3,570
7225,Kanal,7.9,6606
7234,'A King in New York',7.1,7366
7235,'Kiss Them for Me',5.7,1891
7238,Konyok-Gorbunok,7.5,873
7243,Kronos,5.8,1619
7245,Kumonosu-j,8.1,46644
7252,'The Land Unknown',5.7,1542
7259,'Legend of the Lost',6.1,2814
7260,'Les Girls',6.6,2476
7262,'Lettre de Sibrie',7.6,562
7263,'Letyat zhuravli',8.3,15065
7270,'The Little Hut',5.8,808
7273,'The Lonely Man',6.5,677
7274,'The Long Haul',6.8,587
7279,'Love in the Afternoon',7.2,13957
7280,'Loving You',6.5,1885
7281,'Lucky Jim',6.0,641
7285,Madhumati,8.0,1215
7287,'Maigret tend un pige',7.2,1545
7297,'Man in the Shadow',6.9,875
7298,'Man of a Thousand Faces',7.2,2397
7313,'Men in War',7.2,2419
7317,'The Midnight Story',6.9,602
7319,'Mon oncle',7.8,18848
7322,'Les misrables',7.5,1402
7327,'Les mistons',7.1,3255
7329,'La momia azteca contra el robot humano',2.5,2400
7332,'The Monolith Monsters',6.4,2872
7334,'The Monster That Challenged the World',5.8,2395
7335,'Monster from Green Hell',3.6,870
7337,Morderstwo,5.4,1230
7341,'Mucho Mouse',7.4,678
7346,'My Gun Is Quick',6.2,572
7347,'My Man Godfrey',6.3,791
7353,'Nachts wenn der Teufel kam',7.2,1161
7355,'The Naked Truth',6.9,1657
7364,'Naya Daur',8.0,1065
7367,'Ni liv',7.3,1630
7368,'Night Passage',6.7,3578
7370,'Night of the Demon',7.5,12070
7374,'No Down Payment',7.1,882
7380,'Not of This Earth',6.3,1553
7381,'Notre-Dame de Paris',6.7,2438
7382,'Le notti bianche',7.8,7317
7383,'Le notti di Cabiria',8.1,42930
7392,'Old Yeller',7.3,11906
7394,'On the Bowery',7.5,838
7396,'The One That Got Away',7.2,1820
7398,'Operation Mad Ball',6.6,876
7405,'The Pajama Game',6.7,3130
7406,'Pal Joey',6.7,4773
7412,'Paths of Glory',8.4,178002
7421,'Peyton Place',7.2,5382
7428,'Plunder Road',6.9,950
7431,'Porte des Lilas',7.2,548
7434,'Poslusne hlsm',7.5,646
7438,'The Pride and the Passion',5.7,2520
7439,'The Prince and the Showgirl',6.5,7573
7445,Pyaasa,8.5,5524
7448,'Quatermass 2',6.9,3447
7450,'Rabbit Romeo',7.3,531
7453,'Raintree County',6.4,3438
7460,'The Revenge of Frankenstein',6.8,4740
7463,'The Ride Back',6.7,729
7466,'The Rising of the Moon',6.8,798
7467,'The River\'s Edge',6.5,897
7476,'Rozbijemy zabawe...',5.5,1020
7477,'Run of the Arrow',6.7,1921
7482,'The Sad Sack',6.0,609
7483,'Saddle the Wind',6.6,1397
7485,'Saint Joan',6.4,1098
7489,Sayonara,7.1,6096
7497,'Scrambled Aches',7.6,778
7499,'Sea Wife',5.7,575
7510,'The She-Creature',3.7,1455
7515,'Shoot-Out at Medicine Bend',6.5,537
7517,'Show Biz Bugs',7.8,918
7523,'Silk Stockings',6.9,3489
7525,'Sissi - Schicksalsjahre einer Kaiserin',6.6,4810
7527,'Det sjunde inseglet',8.2,164826
7535,'The Smallest Show on Earth',7.0,1794
7536,Smultronstllet,8.2,96307
7537,'Snezhnaya koroleva',7.7,2256
7540,'Something of Value',6.5,976
7542,'Les sorcires de Salem',7.0,561
7547,'The Spirit of St. Louis',7.2,7339
