,title,averageRating,numVotes
55906,'Sword of Trust',6.3,2290
55909,'Black Beauty',6.4,2001
55914,Neevevaro,6.8,646
55917,'India\'s Most Wanted',4.5,1882
55921,'The Room',6.0,14663
55925,Clownado,5.7,2216
55930,Porno,5.1,1395
55931,'Hvite gutter',8.3,679
55942,Rook,6.6,599
55944,'The Inventor: Out for Blood in Silicon Valley',7.1,8314
55946,'Mad Mom',5.3,623
55948,'Bad Therapy',4.3,571
55957,'La hija de un ladrn',6.2,642
55967,'The Disappearing Game',6.9,811
55968,'Taksi bluz',6.7,1252
55971,'Ee Nagaraniki Emaindi',7.9,1814
55974,'Elton John: Rocket Man',7.5,1570
55984,'Hedefim Sensin',6.2,3649
55986,'2 in the Bush: A Love Story',5.0,579
55990,'Awkwafina Is Nora from Queens',7.0,1896
55997,'Fallout 76',3.6,1204
55999,Bor,6.3,671
56017,'Lun lok yan',7.6,1100
56018,'La Balada de Hugo Sanchez',6.5,693
56019,'Christmas at Pemberley Manor',6.3,1941
56047,Sauerkrautkoma,6.8,1135
56048,'La vctima nmero 8',7.0,1442
56059,'Engineering Girls',7.0,1056
56069,'Maroon 5 feat. Cardi B: Girls Like You',6.9,628
56072,'Lailat Hana wa Suroor',5.3,512
56073,Hamilton,8.6,55014
56077,'Good Newwz',7.0,14450
56090,'mi este indiferent daca n istorie vom intra ca barbari',7.2,1158
56104,'His House',6.5,22967
56113,'Dolly Parton\'s Heartstrings',7.6,1802
56116,'Iyi Oyun',4.8,1315
56118,'Satanic Panic',5.6,4282
56119,'High School Musical: The Musical - The Series',7.4,3193
56120,'Christmas in the Wild',6.1,12230
56136,Kuntilanak,4.7,542
56139,'Thor: Finding Korg',8.0,679
56142,'Paraso Perdido',7.0,517
56149,'Nova Lituania',6.8,517
56152,'Banana Fish',8.0,1963
56153,'Asobi Asobase',7.8,667
56160,'Il campione',6.1,1391
56184,'Si no t\'hagus conegut',7.7,1594
56188,Dickinson,7.3,5808
56199,'Under the Wire',7.7,541
56203,'Little Voice',7.1,1492
56210,'Happiest Season',6.7,25263
56213,Sorkhpust,7.4,3962
56216,Roped,5.3,974
56218,Baegabondeu,8.3,3790
56224,'Nicky Larson et le parfum de Cupidon',6.5,3542
56228,'Flesh  Blood',6.2,1883
56237,'DRUCK Die Serie',7.7,773
56239,'Cranston Academy: Monster Zone',5.4,586
56241,'Les fauves',5.0,521
56244,'Hitman 2',8.3,949
56251,Exterior/Night,6.9,796
56254,Favolacce,6.5,4160
56263,'Dolemite Is My Name',7.3,52878
56267,'Inside the Manson Cult: The Lost Tapes',6.3,525
56268,'World\'s Toughest Race: Eco-Challenge Fiji',7.7,1183
56284,'Xi hong shi shou fu',6.2,1537
56287,'Remlem legkzelebb sikerl meghalnod:)',7.2,1914
56290,'Year of the Rabbit',7.4,2397
56296,Beats,6.4,4261
56300,Dave,8.4,9531
56309,'Cricket Fever: Mumbai Indians',7.3,578
56312,'Nature of Love',6.4,645
56326,'Kill Chain',5.0,3285
56333,Systemsprenger,7.8,9329
56345,Sayonee,2.6,626
56350,Chamboultout,6.0,746
56355,'La Befana vien di notte',4.8,609
56377,'Looney Tunes Cartoons',8.2,550
56378,'Modern Love',8.0,20308
56390,'The Way Back',6.7,30733
56399,'Assassin\'s Creed: Odyssey',8.5,4636
56413,'The Dawnseeker',4.2,2111
56414,'Ad Vitam',6.4,1250
56419,'Bundy and the Green River Killer',3.7,623
56429,'Romeo Akbar Walter',6.6,4874
56433,'Jesus Shows You the Way to the Highway',5.6,560
56435,'The Outsider',7.8,60874
56437,'Doom Eternal',8.7,1438
56438,'Forza Horizon 4',8.8,795
56448,'Nefta Football Club',7.2,1775
56458,Aurora,6.7,950
56469,'Love in Design',6.2,915
56478,'Protocol 3',8.3,861
56482,'Sekiro: Shadows Die Twice',8.7,1617
56493,'Mamma Mia! Here We Go Again: Waterloo',7.7,1226
56502,'The Very Excellent Mr. Dundee',4.8,937
56505,'Follow This',4.9,653
56507,'La reina del flow',7.9,571
56508,'Friday Five Sharp',9.9,2685
56509,Joseph,8.1,3260
56516,'Obychnaya zhenshchina',7.4,520
56519,4x4,5.7,1170
56522,Tyhji,7.2,583
56524,Jeungin,7.4,1567
56527,Crypto,5.3,3393
56535,'Death of a Nation',4.6,6457
56537,'Sirius the Jaeger',6.8,1276
56546,'Take Me Somewhere Nice',6.3,1324
56552,'Little Baby',9.1,2104
56555,'L\'adieu  la nuit',6.7,526
56556,'She Never Died',5.0,552
56568,'London Kills',6.7,1097
56576,Manyeo,7.1,6367
56592,Hache,6.4,931
56594,'High Fidelity',7.6,7082
56598,'Elimi birakma',6.4,993
56601,1917,8.3,424760
56607,'Eurovision Song Contest: The Story of Fire Saga',6.5,72387
56608,'Perfectos desconocidos',6.5,1363
56621,'Load Wedding',7.4,771
56629,'Newlywed and Dead',6.5,535
56631,'Ana e Vitria',6.6,519
56636,'Christmas on Holly Lane',6.3,603
56644,Control,8.2,1687
56646,'Nae Aidineun Gangnammiin',7.5,2037
56659,'Secrets in the Hot Spring',6.1,552
56660,XY,5.8,660
56663,'Christmas Joy',6.5,1497
56664,'Love Under the Rainbow',6.6,716
56670,'Lost  Found',7.9,754
56676,'All of My Heart: The Wedding',7.1,808
56684,'Geetha Govindam',7.7,10393
56688,'Nae Dwie Teriuseu',7.5,840
56699,Coroner,6.8,2456
56704,'Rifkin\'s Festival',6.2,738
56710,'Arjun Suravaram',6.8,529
56711,Reprisal,7.5,3398
56712,'Moonbase 8',5.7,2253
56716,Jett,7.4,3991
56717,Ghosts,8.1,4626
56718,'L\'uomo del labirinto',5.6,1854
56720,'There She Goes',8.0,668
56721,'Back to Life',7.5,2652
56730,'The Conners',5.3,8116
56731,'Tangled Up in Blue',5.4,625
56739,'Il signor Diavolo',6.0,995
56742,Pulang,6.7,538
56743,'Yeh Meri Family',9.1,19543
56770,'Derren Brown: Miracle',6.6,923
56772,'Let\'s Dance',5.9,1111
56776,'The Snowplow',7.7,1768
56777,'The Book of Dougs',8.0,1573
56793,'Just Cause 4',5.9,547
56796,'Karl Meltzer: Made to Be Broken',6.4,538
56802,'Hidden Figures: It All Adds Up - The Making of Hidden Figures',7.6,683
56804,'Hidden in Plain Sight',4.2,672
56807,'The Gloaming',6.6,816
56833,'Portrait de la jeune fille en feu',8.1,62883
56838,'The Awesome Adventures of Captain Spirit',7.2,868
56839,'Kidnapping Stella',4.8,5160
56840,'The Christmas Contract',6.9,2086
56846,Hammamet,5.5,1217
56849,'Animal Behaviour',6.5,1758
56851,Bratstvo,5.8,890
56863,'Jim Jefferies: This Is Me Now',7.4,3538
56864,'Plagi Breslau',5.7,3845
56871,'Kiss the Ground',8.3,4592
56880,'Minha Vida em Marte',6.4,1204
56881,'Light as a Feather',6.6,2818
56882,Kidu,6.7,729
56887,'Das Vorspiel',6.5,593
56889,'An Affair to Die For',4.8,1713
56900,'Last Christmas',6.5,55099
56918,'Spenser Confidential',6.2,69167
56945,'Fahrenheit 11/9',7.0,18029
56947,'The Wilds',7.2,8768
56950,'Alien Predator',1.7,801
56952,Run,6.7,25438
56954,'Weird City',5.9,1968
56956,'Lazy Susan',5.1,542
56957,'The Opening Act',6.1,636
56960,'Les invisibles',6.7,1093
56961,'A Shoe Addict\'s Christmas',6.7,1934
56965,'The Righteous Gemstones',8.0,12162
56967,'Amityville: Mt. Misery Rd.',3.5,784
56983,'The Farewell',7.6,50639
56984,'The Climb',6.9,1947
56985,'Disclosure: Trans Lives on Screen',8.2,3680
56995,'Strokes of Genius',8.1,941
56996,'President Evil',4.1,735
56999,June,7.4,1258
57017,'Mortimer  Whitehouse: Gone Fishing',8.7,729
57040,Buffaloed,6.2,3788
57042,'De De Pyaar De',6.6,7002
57045,'Svideteli Putina',6.9,933
57050,'Hollow Point',4.2,531
57051,'Seoreunijiman Yeolilgobibmida',7.8,1093
57054,Valan,7.1,913
57056,'Boze Cialo',7.7,12827
57079,iMprint,7.9,607
57080,'no Mercy',8.0,598
57081,'the dreaM',7.9,590
57082,'gaMe changer',8.2,608
57084,'Devil May Cry 5',8.7,1402
57088,'The 2000s',8.0,737
57093,'Hell on the Border',4.1,886
57096,'Wu Assassins',6.4,9667
57099,Waves,7.6,17755
57100,'Gekijouban Violet Evergarden',8.3,583
57102,'Buddha Box',7.3,1342
57118,'Hors normes',7.4,6306
57120,'Venise n\'est pas en Italie',6.2,983
57125,Monarca,8.0,2050
57126,'Eternal Code',4.9,1421
57139,'Stargate Origins: Catherine',4.2,811
57148,Juliusz,6.1,579
57156,'Hometown Holiday',5.1,691
57161,118,6.6,667
57162,'Scooby-Doo! and the Gourmet Ghost',6.7,784
57165,'10 giorni senza mamma',5.9,779
57186,Devadas,6.6,1398
57188,Sanctuary,6.7,844
57194,'Starter Home',7.9,672
57195,'The Tall Man',8.5,850
57196,'Halloween at Aunt Ethel\'s',4.4,977
57197,'Child\'s Play',5.8,44224
57200,'Domani  un altro giorno',6.1,668
57201,Avanpost,6.1,5874
57206,Qismat,8.4,2232
57212,'Rx 100',6.9,2071
57217,'Byomkesh Gotro',6.4,527
57221,'Qalb Ummuh',6.0,552
57235,'Christmas with a Prince',5.2,1151
57238,'Oru Yamandan Premakadha',5.3,865
57245,Freud,6.5,9654
57247,'Legs From Here to Homeworld',9.0,628
57267,'Satsuriku no Tenshi',6.4,998
57269,'WrestleMania 35',6.9,594
57294,'Hataraku Saibou',7.6,1463
57306,Fearless,4.8,1102
57308,'The Fear Footage',4.7,559
57311,'The Fable',6.4,545
57336,'Who Is America?',8.3,16988
57337,'The Sleepers',7.8,984
57339,'Everything\'s Gonna Be Okay',7.2,1442
57341,'Sugar Rush',7.1,1197
57343,'Middle Ground',8.5,957
57347,'68 Whiskey',5.6,1701
57352,'Tabi no owari sekai no hajimari',6.6,956
57367,'The Act',8.0,19259
57378,Sanditon,7.8,7664
57379,'Man of Steel',7.3,1441
57381,'Dauntless: The Battle of Midway',3.2,631
57389,Quicksand,7.5,16351
57404,'21 Bridges',6.6,49813
57405,'The Dragon Prince',8.4,16491
57406,'Chi La Sow',7.8,1236
57417,Reckoning,6.6,3421
57422,'The Baby-Sitters Club',7.3,2201
57427,'Goblin Slayer',7.5,4618
57429,Grant,8.4,1351
57431,'Meteor Garden',8.1,2751
57432,'Resident Alien',8.4,954
57440,'I Saw the Sun Rise',6.6,728
57445,'Toy Boy',6.4,5033
57449,'The Cold Blue',7.6,683
57450,'Back Street Girls',6.7,586
57451,'Notes from Melanie',6.2,814
57452,Mikhael,5.0,1243
57455,'Years and Years',8.3,21723
57456,'Christmas at Graceland',5.7,1310
57458,'The Mystery of D.B. Cooper',6.6,959
57461,'The Dead Don\'t Die',5.5,53016
57467,Sibel,6.9,1958
57471,'Haneuleseo Naerineun 1eok Gaeui Byeol',7.5,632
57477,'Iliza: Elder Millennial',7.2,3382
57491,Lupt,6.8,2653
57492,Ultraman,6.9,1544
57503,Hezarpa,5.8,1985
57530,Prassthanam,5.8,1156
57534,Kurier,5.7,894
57535,'The Viking War',4.4,575
57536,'Berserker: Death Fields',4.4,575
57538,'36 Hours',8.3,908
57539,'Hell House LLC II: The Abaddon Hotel',5.5,3548
57540,'Uncharted: Live Action Fan Film',8.5,3469
57545,'Can You Keep a Secret?',5.3,10729
57549,'State of the Union',7.9,3585
57550,'I Trapped the Devil',4.8,2117
57555,'A Christmas Prince: The Royal Wedding',5.3,9202
57556,'The Crumbs',5.5,650
57558,Megan,7.9,1350
57565,'Lambs of God',7.4,1736
57573,'Zigosani u reketu',7.9,1090
57575,Jungleland,6.2,2145
57581,Batwoman,3.5,31469
57583,'Radio Silence',4.9,727
57588,A.M.I.,3.9,1643
57590,'Ditte  Louise',6.4,530
57602,'Narcos: Mexico',8.4,60219
57608,'Springsteen on Broadway',8.5,1935
57609,'Cinderela Pop',4.4,725
57618,Blackbird,6.4,1781
57625,Proximity,5.5,2953
57627,Eghantham,9.1,648
57637,Jallikattu,7.5,5882
57643,'akallarla Dans 5',3.9,1175
57644,'Queen  Slim',7.1,23736
57645,'Mob Town',4.5,586
57646,Stargirl,7.3,9264
57648,Eerie,4.7,1930
57662,'Dark Tourist',7.6,5966
57667,'Gangbyeon hotel',6.7,1087
57669,'Tarde Para Morir Joven',6.5,1133
57671,'Huan tu',6.3,1108
57672,'The Cave',5.8,705
57677,'Circus of Books',7.0,3586
57689,'Kasautii Zindagii Kay',3.6,746
57690,'BNK48: Girls Don\'t Cry',7.3,593
57692,'\'Tis the 30th Season',6.7,573
57695,Temporada,7.1,583
57701,'Road to Christmas',6.8,1442
57702,'App War',6.6,547
57707,U-Turn,7.0,2651
57717,1994,7.3,589
57731,Majili,7.2,3041
57741,Kler,7.4,4560
57744,'Running with Beto',5.6,514
57747,'Sell By',5.6,772
57748,'The Collini Case',7.2,6040
57753,'La paranza dei bambini',6.3,3780
57755,Bridgerton,7.3,48388
57757,'Tales from the Loop',7.5,13607
57760,'The Letter for the King',5.9,5996
57765,'El silencio del pantano',4.8,3248
57766,'See You Yesterday',5.2,9240
57770,'Leading Lady Parts',8.5,902
57772,'Gogol. Strashnaya mest',6.0,847
57774,'Daniel Isn\'t Real',6.1,5990
57779,'From Friend to Fianc',6.2,1076
57783,Fosse/Verdon,7.9,4896
57793,'Baantjer het Begin',6.8,1200
57794,'Amazing Interiors',6.7,658
57797,'Chaman Bahaar',7.0,5287
57800,Axone,7.0,1833
57801,KD,8.6,1238
57802,'What You Gonna Do When the World\'s on Fire?',6.6,586
57807,Switched,7.2,1081
57810,'Yol Arkadasim 2',5.9,2687
57812,Deliler,5.3,2566
57816,'Grand-Daddy Day Care',4.9,702
57817,Ashke,6.9,675
57818,'Benchwarmers 2: Breaking Balls',4.1,723
57819,Sergio,6.1,8047
57823,Rewind,8.0,1213
57825,'Aseudal Yeondaegi',8.4,2531
57828,Anons,6.7,1395
57830,'Palm Beach',5.5,734
57831,Dev,4.8,840
57839,'Batman: Hush',6.9,13276
57840,'Justice League vs. the Fatal Five',6.5,7163
57841,'Wonder Woman: Bloodlines',5.9,5051
57843,'Askeladden - I Soria Moria slott',6.4,706
57844,'Exterminadores do Alm Contra a Loira do Banheiro',5.5,1233
57854,Daybreak,6.7,15057
57857,'Yi chu hao xi',6.3,1381
57861,'The Shop',6.6,768
57879,'Mercy Black',4.9,2723
57883,'The Great Buster',7.5,1174
57884,Resolution,5.6,4297
57889,'Selah and the Spades',4.8,990
57893,'Nailed It! Holiday!',7.8,878
57894,'Deutschland 89',7.8,1208
57895,'Nazi Overlord',2.2,633
57897,'Apollo 11',8.2,21837
57906,'Volki i ovtsy. Khod sviney',5.8,568
57907,Creepshow,7.0,3976
57909,'A Fresh Start',8.3,2797
57924,Upright,8.5,2321
57925,'Sebelum Iblis Menjemput',6.0,3419
57926,Selvmordsturisten,5.1,961
57936,'Une soeur',7.5,1412
57939,'Matthias et Maxime',6.8,5236
57948,'The Hows of Us',7.3,2502
57949,'Soyuz spaseniya',5.3,1153
57954,Namjachingoo,7.0,733
57956,'Rise of the Footsoldier: Marbella',5.6,920
57960,Professionals,5.1,768
57967,'The Tomorrow Man',5.7,1337
57972,'Self Made: Inspired by the Life of Madam C.J. Walker',7.3,8807
57974,'Salt Fat Acid Heat',7.7,1898
57975,Midsommar,7.1,200510
57976,Euphoria,8.4,62081
57984,'The Curious Creations of Christine McConnell',7.8,2153
57985,'Stay Here',7.5,906
57998,'The Angel of Auschwitz',6.4,711
58004,'100 Wolf',5.7,710
58008,'Natale a 5 stelle',4.5,621
58014,'The Miracle of Christmas Part I/II',8.6,1068
58016,'Siccin 5',5.8,1311
58021,'Crossing Swords',6.6,895
58029,'The Society',7.1,19491
58054,Freaks,6.7,26887
58062,'Grbz: Hadi Allah\'a Emanet',3.5,759
58068,'One Small Step',7.4,2459
58070,'Jurassic Galaxy',2.3,594
58072,'A Killer Engagement',6.6,526
58073,'La vie scolaire',6.4,2029
58079,'Restaurants on the Edge',6.8,777
58085,'Ani... Dr. Kashinath Ghanekar',8.6,821
58087,Ava,5.4,37874
58093,Natasaarvabhowma,6.9,905
58105,'Jabariya Jodi',4.4,1223
58113,'Bert Kreischer: Secret Time',7.4,1946
58124,Away,6.6,20098
58131,'Yakusoku no Neverland',8.7,19976
58158,Afflicted,4.9,1027
58170,Soulmates,8.7,530
58174,Evelyn,7.1,652
58182,Posledice,6.9,1578
58194,'A Twist of Christmas',6.4,700
58217,Ema,6.8,6009
58218,'Posljednji Srbin u Hrvatskoj',6.0,1149
58232,'Sunrise in Heaven',6.4,1131
58234,'Son: The Guest',8.2,751
58235,'Byuti Insaideu',7.4,1054
58249,'American Dharma',7.0,701
58252,'Attack of the Unknown',5.2,2023
58253,'Cleaning Up',6.1,1240
58256,'Crash Course',8.2,922
58258,Frenzy,2.8,1664
58260,'Las hijas del fuego',5.1,547
58262,El-Badlah,5.5,1186
58269,'The Dead Center',5.7,1894
58272,'Aladdin - Naam Toh Suna Hoga',5.7,636
58274,'Star Trek: Picard',7.5,43004
58276,'Hostile Takeover',8.0,997
58277,'Lo dejo cuando quiera',5.6,1212
58286,'College Romance',8.9,21266
58287,'10 Minutes Gone',3.6,2587
58289,'Last Letter',7.0,501
58292,'Mocro Maffia',8.1,1445
58300,Fuyao,7.7,630
58306,'Meeting Gorbachev',7.2,1704
58322,'The Roundup',8.2,750
58332,'Come to Daddy',6.0,13571
58335,'What\'s Your Status',8.4,1377
58349,Screwball,7.1,1268
58358,T-34,6.7,9179
58361,Aurora,4.3,511
58367,'Bizi Hatirla',7.4,1981
58377,'Girl From Nowhere',7.8,954
58387,'October Faction',6.1,8421
58391,'Season for Love',6.6,996
58401,Torpedo,5.9,1572
58405,Fatale,5.0,2340
58417,Gktasi,2.6,775
58445,'Zhuang si le yi zhi yang',6.6,578
58455,Avengement,6.5,11481
58456,'Kraben rahu',6.7,790
58472,'In Search of the Last Action Heroes',7.2,635
58497,Accredo,8.4,504
58517,'Serdtse mira',6.1,535
58531,Mdregruppen,5.8,522
58553,'The Pharmacist (No. 124)',8.5,959
58555,'Train to Busan 2',5.4,19553
58572,'The Lovebirds',6.1,20976
58586,Mitron,6.9,2250
58597,Rojst,6.9,2577
58601,'The Switch',8.0,766
58602,'The Hawke',8.2,745
58603,'Time of Death',8.9,832
58604,'Straight Up',6.8,1670
58605,'The Ride Along',8.3,704
58606,'Angel of Darkness: Ex Ore Infantium',8.0,848
58607,Standoff,8.8,761
58609,'Before You Know It',5.1,537
58613,'Pokmon: Mewtwo Strikes Back - Evolution',5.7,4404
58621,'Babamin Ceketi',4.9,717
58624,Diablo,4.0,796
58626,'Guava Island',6.7,9257
58630,'Kobiety mafii 2',3.8,860
58631,'Daniel Sloss: Live Shows',8.6,2450
58636,What/If,6.3,12678
58640,'Tonde Saitama',6.4,619
58647,'How High 2',3.0,800
58658,'Under the Autumn Moon',6.5,916
58663,'Yan xi gong le',8.2,759
58669,'Karakomik Filmler: Kaamak',5.5,7890
58670,Mok-gyeok-ja,6.5,1416
58671,Sanglyusahoe,5.4,649
58690,'Batla House',7.2,9535
58701,'The Wolf',8.2,2492
58705,'Made in Mexico',4.0,705
58717,Deputy,6.2,4291
58721,'Guo chun tian',6.8,796
58729,'The Dark Pictures: Man of Medan',6.7,1279
58742,Philip,8.5,844
58744,'Momma Knows Best',8.0,732
58747,Shadowplay,6.6,527
58750,'Mythic Quest: Raven\'s Banquet',7.6,8525
58751,Maiden,7.7,1770
58757,'Living with Yourself',7.2,25020
58758,Sweethearts,5.7,545
58763,'Tiffany Haddish: Black Mitzvah',6.2,752
58764,'Dancing Queen',7.0,1325
58768,'No One Would Tell',6.4,581
58773,Bloodline,6.0,5821
58788,'Echo in the Canyon',6.9,2450
58810,'Adonis Complex',5.4,836
58813,'Death by Magic',6.0,538
58818,'The Code',6.2,1701
58821,Bloom,6.7,1242
58829,Luke,7.7,686
58830,'Twenty Seven',7.8,627
58834,'Prescription for Love',6.3,574
58846,Wir,6.9,609
58859,'Mucize 2: Ask',7.2,1395
58860,'Reef Break',6.0,1707
58868,'Car Masters: Rust to Riches',8.8,7201
58871,'Dos Cataluas',6.4,611
58876,'Aruna  Lidahnya',7.3,603
58886,'Max Winslow and the House of Secrets',5.9,1257
58931,Tigertail,6.5,2999
58934,'The Sky Is Pink',7.6,7152
58945,'Alice et le maire',6.2,1550
58953,'Adult Material',6.7,869
58956,Irmandade,7.6,934
58960,'Constantine: The Legend Continues',7.7,559
58966,Brotherhood,7.0,1384
58974,Naomi,8.5,828
58980,'Angrezi Medium',7.3,10660
58981,'Luka Chuppi',6.3,8340
58982,Trezor,7.1,659
58997,'Songs of Solomon',8.0,1043
59000,'Solar Opposites',8.0,8496
59001,'The Nomads',8.1,1239
59005,Hyperdrive,8.1,2202
59006,'Radio On',7.7,1092
59007,'Double Zeros',7.7,1062
59011,'Super Drags',5.5,1324
59020,'The Last Kids on Earth',7.5,817
59022,'Game Over',7.1,6104
59024,'Sunderland \'Til I Die',8.1,6615
59032,Znaki,6.2,1021
59034,'La lnea invisible',7.3,907
59036,Joy,6.6,1128
59039,Exile,8.2,623
59040,'Hell\'s Kitchen',8.1,617
59079,Jinn,3.5,9481
59081,'Born in China',7.5,4726
59082,'Crip Camp',7.8,2687
59086,'Black Summer',6.4,18647
59107,'Dior: Sauvage',7.2,917
59109,'Dior: Sauvage - Legend of the Magic Hour',7.5,592
59124,'63 Up',8.2,842
59154,'Dior: Joy',6.7,513
59164,Extraction,6.7,157853
59165,'The Longest Yard: Deleted Scenes',6.7,1172
59166,'No Escape: Deleted Scenes',7.6,546
59168,'Percy Jackson  The Olympians: The Lightning Thief: Deleted Scenes',6.8,804
59175,'Childish Gambino: Feels Like Summer',8.2,519
59181,'Zeny v behu',6.6,540
59189,'Call to Action',6.9,1163
59196,'Hababam Sinifi Yeniden',2.2,1209
59197,Virus,7.9,4028
59199,'Point of No Return',7.8,781
59203,'Christmas Pen Pals',7.0,949
59223,Aadai,6.3,1110
59227,Centigrade,4.4,1778
59230,'Knives Out',7.9,452905
59242,'De forbandede r',6.4,780
59247,'Foxtrot Six',5.6,1023
59252,'Reversing Roe',7.4,1064
59254,Jersey,8.5,8233
59260,'The Panama Papers',7.2,1125
59262,Beolsae,7.4,1696
59268,'Military Wives',6.5,3363
59272,'Auntie Edna',7.1,1655
59277,Crosswinds,7.6,712
59286,'The Princess Switch',6.0,22793
59294,'Thicker Than Water',5.0,602
59303,Rojo,6.4,1880
59305,'Skazhene vesillya',6.2,552
59308,Valhalla,5.4,2630
59321,Petta,7.2,8061
59326,Shortcut,3.9,501
59331,Selvhenter,6.0,552
59333,Kizim,6.3,635
59334,'Andy Irons: Kissed by God',8.2,542
59338,'Alta mar',6.8,5881
59349,'Emily in Paris',7.1,42213
59350,Shrill,7.4,5000
59352,'Making the Cut',6.6,1121
59353,Lebanon,9.4,3326
59354,'Kodathi Samaksham Balan Vakeel',5.8,768
59362,'Hai Sukoa Garu',8.0,1485
59366,'And Then We Danced',7.7,9303
59369,'John  Yoko: Above Us Only Sky',7.4,1373
59371,'Dispatches from Elsewhere',6.7,3535
59379,'Domashniy arest',7.9,956
59382,'FIFA 19',6.4,1158
59384,'The Biggest Little Farm',8.1,5478
59388,'Tough Titmouse',8.3,934
59389,Carrots,8.1,849
59390,Hubert,8.0,790
59395,'Adopt a Highway',6.3,2941
59402,Greed,5.7,4700
59403,'The Clinton Affair',8.1,750
59410,'I Am Vengeance: Retaliation',3.5,919
59424,Nevrland,5.4,559
59425,'Queens of Mystery',7.4,905
59427,'A Godwink Christmas',6.6,1219
59428,'Memory: The Origins of Alien',6.7,2139
59429,Litus.,6.4,666
59430,'American Hangman',5.9,3125
59441,'Ashes of Love',8.5,1223
59443,Chippa,6.4,828
59446,'Vampires vs. the Bronx',5.6,7127
59450,Sextuplets,4.4,7300
59453,'A quin te llevaras a una isla desierta?',5.3,2222
59455,'Skam Espaa',7.5,676
59472,'The Kid Detective',6.8,3007
59473,'Cmo Sobrevivir Soltero',7.3,1006
59475,Purl,6.5,2768
59490,Chhalaang,6.4,14881
59491,Panga,6.8,4971
59492,'Commando 3',5.6,2208
59493,'Made in China',6.2,3601
59495,'Kabir Singh',7.1,26358
59497,Shadaa,6.3,750
59527,'Wanbyeokhan tain',6.8,1209
59537,Dachra,6.7,927
59543,Diecisiete,7.2,3216
59552,'Falling for You',6.6,932
59553,'Memories of Christmas',6.2,526
59561,Hoaxed,7.3,1175
59562,Honeyland,8.0,14083
59569,Blood,7.1,1692
59580,Cargo,5.7,2419
59586,'Seishun Buta Yaro wa Bunny Girl-senpai no Yume wo Minai',8.1,4016
59587,'Bloom Into You',7.6,718
59601,Z,5.5,3631
59608,'My First First Love',7.6,1351
59620,'After She Wakes',4.9,1695
59623,Broil,5.2,1092
59626,'You Might Be the Killer',5.9,4335
59647,'The Assistant',6.2,14211
59649,'Perempuan Tanah Jahanam',6.7,3069
59651,'Tottaa Pataaka Item Maal',8.0,1199
59681,Excursion,6.4,2663
59685,'Mo Dao Zu Shi',8.6,810
59686,'Kappa Spirit',5.5,557
59701,'Notuku Potu',9.4,977
59703,Ulta,6.8,737
59712,Aamis,8.0,1778
59715,'Miss Fisher and the Crypt of Tears',6.1,2859
59716,'XXX: Uncensored',4.8,615
59717,'Si yo fuera rico',4.9,758
59721,Boi,4.9,520
59726,Dirigenten,6.8,802
59735,'Anybody Have a Map?',8.2,762
59755,'Sharato Lagu',7.5,570
59761,Gojira,7.0,705
59762,Bumperkleef,5.8,1859
59765,'ZZ Top: That Little Ol\' Band from Texas',7.5,1189
59773,'Saint Frances',7.1,2422
59780,Synchronic,6.2,6551
59782,'Joe Rogan: Strange Times',7.4,3676
59795,'Jangsa-ri 9.15',6.1,1027
59798,'No manches Frida 2',4.1,839
59811,'Ejen Ali the Movie',8.6,841
59824,'Mr. Majnu',6.0,916
59826,Homestay,7.3,1221
59829,'The Legend of 5 Mile Cave',5.9,552
59841,Unplanned,5.8,12599
59846,Nurses,5.6,1142
59860,'Radha Krishn',8.5,978
59865,'Girl on the Third Floor',4.6,7770
59867,Bliss,5.8,3611
59870,'The Trial',9.0,544
59880,'Christmas at Grand Valley',6.4,965
59881,'Christmas Everlasting',6.4,741
59883,'Christmas Wonderland',5.9,2669
59884,'A Gingerbread Romance',5.5,665
59885,'Entertaining Christmas',6.3,764
59886,'Christmas Made to Order',5.7,3585
59887,'A Midnight Kiss',6.1,637
59891,'Northern Lights of Christmas',6.7,1074
59893,'Killer Therapy',6.2,1403
59900,'Aigaio SOS',3.6,502
59911,SideHero,8.6,5989
59924,'Homegrown Christmas',6.1,891
59925,Sister,7.1,1149
59927,'Good Sam',5.7,2489
59937,'Welcome to Christmas',6.4,1049
59945,'Mingle All the Way',6.9,1990
59946,'Christmas at the Palace',6.5,1588
59947,'Christmas in Evergreen: Letters to Santa',6.7,1356
59948,'A Majestic Christmas',5.8,553
59949,'Hope at Christmas',6.5,1028
59950,'Reunited at Christmas',6.2,892
59953,'Christmas in Love',6.5,1405
59955,Sly,4.1,543
59957,'Trk Isi Dondurma',6.4,3841
59965,'Exorcise Your Demons',5.4,651
59968,Archive,9.1,964
59970,David,9.4,1202
59971,'Protocol Omega',9.5,1622
59974,'Adam Sandler: 100 Fresh',7.6,4617
59991,'Latte  the Magic Waterstone',5.7,594
60002,'No Good Nick',5.9,2181
60014,Hitmen,5.1,645
60038,'Suzzanna: Bernapas dalam Kubur',5.6,783
60043,'De Libi',6.5,531
60065,'ReMastered: Who Shot the Sheriff?',6.9,1044
60066,'ReMastered: Tricky Dick and the Man in Black',7.2,1181
60067,'ReMastered: Who Killed Jam Master Jay?',6.6,596
60068,'ReMastered: Massacre at the Stadium',7.3,614
60069,'ReMastered: The Two Killings of Sam Cooke',7.3,1730
